id,business_name,sector,lga,ward,street,annual_revenue,employee_count,registered
4089,Martinez Ltd,Finance,Somolu,Ward 4 Somolu,Street 1 Ward 4 Somolu,472658238,203,True
4090,Harding LLC,Real Estate,Ikorodu,Ward 5 Ikorodu,Street 8 Ward 5 Ikorodu,326397325,187,False
4091,Allison and Sons,Finance,Victoria Island,Ward 3 Victoria Island,Street 7 Ward 3 Victoria Island,383845330,274,True
4092,"Dixon, Butler and Gilbert",Retail,Ajah,Ward 5 Ajah,Street 6 Ward 5 Ajah,248415034,412,True
4093,Kim PLC,Transport,Shomolu,Ward 3 Shomolu,Street 4 Ward 3 Shomolu,386185157,394,True
4094,Torres-Jimenez,Finance,Somolu,Ward 5 Somolu,Street 2 Ward 5 Somolu,207393493,410,True
4095,"Meza, Williamson and Coffey",Hospitality,Agege,Ward 2 Agege,Street 1 Ward 2 Agege,158272515,297,False
4096,"Farmer, Lloyd and Martin",Real Estate,Agege,Ward 4 Agege,Street 5 Ward 4 Agege,296379623,340,False
4097,Harding PLC,Retail,Yaba,Ward 2 Yaba,Street 10 Ward 2 Yaba,446765451,481,True
4098,Everett-Bell,Finance,Yaba,Ward 2 Yaba,Street 5 Ward 2 Yaba,274178094,374,False
4099,"Reyes, Weber and Lambert",Transport,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 10 Ward 4 Amuwo-Odofin,309962964,11,True
4100,"Johnson, Fletcher and Stanton",Finance,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 10 Ward 1 Oshodi-Isolo,263507866,465,True
4101,"Blake, Riley and Sosa",Finance,Surulere,Ward 2 Surulere,Street 10 Ward 2 Surulere,472517620,428,False
4102,Davis Ltd,Tech,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 6 Ward 3 Ifako-Ijaiye,181491601,288,False
4103,"Hicks, Young and Lopez",Real Estate,Surulere,Ward 5 Surulere,Street 10 Ward 5 Surulere,257581619,182,False
4104,Le Group,Finance,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 5 Ward 1 Amuwo-Odofin,249183649,12,False
4105,King-Edwards,Manufacturing,Yaba,Ward 1 Yaba,Street 10 Ward 1 Yaba,414302945,492,True
4106,Conrad-Howell,Hospitality,Surulere,Ward 3 Surulere,Street 4 Ward 3 Surulere,301520309,474,False
4107,Cooper PLC,Retail,Surulere,Ward 2 Surulere,Street 2 Ward 2 Surulere,83400288,332,False
4108,Brown Ltd,Real Estate,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 2 Ward 4 Ifako-Ijaiye,322246521,142,True
4109,Ford-Davenport,Retail,Alimosho,Ward 3 Alimosho,Street 10 Ward 3 Alimosho,121671259,5,False
4110,Beck and Sons,Real Estate,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 9 Ward 5 Oshodi-Isolo,295546364,404,True
4111,Barton-Franklin,Real Estate,Ikorodu,Ward 1 Ikorodu,Street 2 Ward 1 Ikorodu,92867361,188,True
4112,Freeman Ltd,Real Estate,Mushin,Ward 4 Mushin,Street 5 Ward 4 Mushin,47971812,462,False
4113,Olson LLC,Tech,Shomolu,Ward 3 Shomolu,Street 10 Ward 3 Shomolu,136942035,351,False
4114,Johnson-Walker,Finance,Shomolu,Ward 2 Shomolu,Street 10 Ward 2 Shomolu,261782766,328,True
4115,Ford Ltd,Hospitality,Epe,Ward 3 Epe,Street 9 Ward 3 Epe,286249186,425,False
4116,Hoffman-Gregory,Transport,Badagry,Ward 2 Badagry,Street 8 Ward 2 Badagry,294576662,114,False
4117,Carlson-Jennings,Transport,Agege,Ward 5 Agege,Street 7 Ward 5 Agege,478915594,150,False
4118,Rodriguez LLC,Tech,Ajah,Ward 1 Ajah,Street 4 Ward 1 Ajah,483677469,479,False
4119,Blackwell Group,Retail,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 9 Ward 4 Amuwo-Odofin,169940257,140,False
4120,Allen-Hall,Manufacturing,Mushin,Ward 2 Mushin,Street 4 Ward 2 Mushin,285442696,223,True
4121,Hamilton-Chapman,Transport,Ajah,Ward 3 Ajah,Street 9 Ward 3 Ajah,459518148,94,False
4122,Aguirre PLC,Transport,Somolu,Ward 2 Somolu,Street 3 Ward 2 Somolu,217712190,41,True
4123,Wells-Johnson,Retail,Mushin,Ward 5 Mushin,Street 6 Ward 5 Mushin,404035331,39,False
4124,"Lowe, Hall and Bird",Tech,Ikorodu,Ward 4 Ikorodu,Street 1 Ward 4 Ikorodu,231188520,286,False
4125,Hamilton-Rich,Transport,Yaba,Ward 5 Yaba,Street 1 Ward 5 Yaba,152147450,222,True
4126,Smith Ltd,Finance,Eti-Osa,Ward 3 Eti-Osa,Street 4 Ward 3 Eti-Osa,63525401,33,True
4127,Mendoza Group,Tech,Kosofe,Ward 5 Kosofe,Street 6 Ward 5 Kosofe,152300070,127,True
4128,"Martinez, Parker and Hernandez",Tech,Agege,Ward 4 Agege,Street 10 Ward 4 Agege,153626807,25,False
4129,Cox-Rice,Tech,Agege,Ward 4 Agege,Street 5 Ward 4 Agege,90619993,284,False
4130,Spencer-Stark,Real Estate,Badagry,Ward 2 Badagry,Street 4 Ward 2 Badagry,274229677,274,False
4131,Solis-Gates,Tech,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 5 Ward 2 Oshodi-Isolo,289657220,446,False
4132,Mccarthy-Byrd,Manufacturing,Mushin,Ward 4 Mushin,Street 8 Ward 4 Mushin,301028618,430,False
4133,"Graves, Cabrera and Wang",Tech,Surulere,Ward 4 Surulere,Street 7 Ward 4 Surulere,484356674,301,False
4134,Yoder-Figueroa,Hospitality,Ikeja,Ward 4 Ikeja,Street 7 Ward 4 Ikeja,25272577,398,False
4135,Craig-Murray,Manufacturing,Shomolu,Ward 5 Shomolu,Street 2 Ward 5 Shomolu,336841830,68,True
4136,Scott Ltd,Finance,Kosofe,Ward 2 Kosofe,Street 8 Ward 2 Kosofe,390866485,111,False
4137,Wu Ltd,Tech,Alimosho,Ward 4 Alimosho,Street 9 Ward 4 Alimosho,364955094,56,True
4138,Graham-Powell,Retail,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 6 Ward 2 Ifako-Ijaiye,69001806,306,True
4139,Wilson-Sanchez,Real Estate,Victoria Island,Ward 1 Victoria Island,Street 4 Ward 1 Victoria Island,431593287,39,False
4140,Parker-Smith,Manufacturing,Shomolu,Ward 4 Shomolu,Street 10 Ward 4 Shomolu,133791030,37,False
4141,Hernandez Group,Tech,Ajah,Ward 2 Ajah,Street 10 Ward 2 Ajah,16677083,251,False
4142,Herring Ltd,Transport,Eti-Osa,Ward 2 Eti-Osa,Street 9 Ward 2 Eti-Osa,340057582,407,True
4143,Jones LLC,Hospitality,Badagry,Ward 1 Badagry,Street 1 Ward 1 Badagry,164824908,202,False
4144,Burton Ltd,Manufacturing,Ikeja,Ward 1 Ikeja,Street 9 Ward 1 Ikeja,116298288,59,False
4145,Stewart LLC,Real Estate,Kosofe,Ward 4 Kosofe,Street 8 Ward 4 Kosofe,418628906,215,True
4146,Mcbride-Hoffman,Manufacturing,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 5 Ward 1 Oshodi-Isolo,347789387,283,True
4147,Foley-King,Tech,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 8 Ward 2 Ifako-Ijaiye,469458994,428,True
4148,Caldwell-Rice,Manufacturing,Ajah,Ward 5 Ajah,Street 3 Ward 5 Ajah,455232427,275,False
4149,Chavez and Sons,Hospitality,Ikeja,Ward 3 Ikeja,Street 5 Ward 3 Ikeja,140731702,460,True
4150,Key-Thornton,Retail,Mushin,Ward 1 Mushin,Street 3 Ward 1 Mushin,191169362,306,True
4151,Gutierrez-Green,Tech,Shomolu,Ward 1 Shomolu,Street 7 Ward 1 Shomolu,70948159,48,False
4152,"Morgan, Hernandez and Randall",Tech,Ikorodu,Ward 4 Ikorodu,Street 2 Ward 4 Ikorodu,245848021,391,True
4153,Sullivan and Sons,Retail,Mushin,Ward 3 Mushin,Street 4 Ward 3 Mushin,160954423,364,True
4154,"Murray, Martinez and Anderson",Tech,Lekki,Ward 2 Lekki,Street 8 Ward 2 Lekki,333232271,449,True
4155,Bowers Inc,Retail,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 9 Ward 5 Ifako-Ijaiye,182515150,374,True
4156,Allen Ltd,Hospitality,Yaba,Ward 4 Yaba,Street 2 Ward 4 Yaba,372667724,81,True
4157,Hicks-Rojas,Manufacturing,Epe,Ward 1 Epe,Street 8 Ward 1 Epe,278298407,80,False
4158,Jackson-Harrison,Retail,Epe,Ward 1 Epe,Street 7 Ward 1 Epe,324715953,203,False
4159,Moore-Walsh,Hospitality,Yaba,Ward 3 Yaba,Street 10 Ward 3 Yaba,441851912,498,False
4160,"Duke, Green and Howard",Manufacturing,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 8 Ward 1 Amuwo-Odofin,337220112,394,False
4161,"Mcclain, Sellers and Richards",Transport,Mushin,Ward 5 Mushin,Street 10 Ward 5 Mushin,197879653,113,True
4162,Green-Harris,Finance,Yaba,Ward 2 Yaba,Street 6 Ward 2 Yaba,427978954,208,True
4163,Beard Group,Real Estate,Ikorodu,Ward 3 Ikorodu,Street 8 Ward 3 Ikorodu,429790582,432,True
4164,"Bryant, Lopez and Hull",Manufacturing,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 8 Ward 5 Ifako-Ijaiye,171939802,135,False
4165,Mccormick and Sons,Manufacturing,Shomolu,Ward 2 Shomolu,Street 8 Ward 2 Shomolu,398191655,285,False
4166,Solis Group,Hospitality,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 2 Ward 4 Ifako-Ijaiye,393868648,123,True
4167,Johnson-Ruiz,Retail,Ikorodu,Ward 1 Ikorodu,Street 1 Ward 1 Ikorodu,12621249,407,False
4168,"Jones, Webb and Webb",Finance,Kosofe,Ward 2 Kosofe,Street 9 Ward 2 Kosofe,180987463,302,True
4169,"Daniels, Saunders and Glover",Tech,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 4 Ward 5 Amuwo-Odofin,322340675,60,True
4170,"Byrd, Harris and Garza",Tech,Agege,Ward 3 Agege,Street 5 Ward 3 Agege,377247527,481,True
4171,"Foster, Salazar and Wilson",Manufacturing,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 3 Ward 5 Amuwo-Odofin,44687815,311,False
4172,Ramirez Group,Transport,Kosofe,Ward 2 Kosofe,Street 9 Ward 2 Kosofe,230381179,94,False
4173,Johnson-Levy,Transport,Apapa,Ward 1 Apapa,Street 5 Ward 1 Apapa,256738894,414,False
4174,Cardenas and Sons,Transport,Agege,Ward 5 Agege,Street 5 Ward 5 Agege,468294517,90,True
4175,"Martin, Cabrera and Adams",Retail,Somolu,Ward 5 Somolu,Street 6 Ward 5 Somolu,409846625,202,True
4176,"Steele, Powers and Kennedy",Hospitality,Agege,Ward 1 Agege,Street 1 Ward 1 Agege,16495942,350,False
4177,Arnold-Lopez,Finance,Epe,Ward 1 Epe,Street 3 Ward 1 Epe,173188432,280,True
4178,Reyes-Gonzalez,Manufacturing,Mushin,Ward 4 Mushin,Street 4 Ward 4 Mushin,141658659,90,True
4179,Bradford and Sons,Tech,Badagry,Ward 1 Badagry,Street 9 Ward 1 Badagry,408075167,211,False
4180,Mays-Warren,Transport,Eti-Osa,Ward 1 Eti-Osa,Street 5 Ward 1 Eti-Osa,192768910,231,True
4181,Stokes Group,Retail,Apapa,Ward 4 Apapa,Street 2 Ward 4 Apapa,273389564,255,False
4182,"Ali, Moore and Leonard",Real Estate,Mushin,Ward 3 Mushin,Street 5 Ward 3 Mushin,24765696,492,False
4183,Wright Ltd,Hospitality,Ikorodu,Ward 2 Ikorodu,Street 8 Ward 2 Ikorodu,406855163,167,True
4184,Gomez-Perkins,Manufacturing,Mushin,Ward 5 Mushin,Street 7 Ward 5 Mushin,195324473,88,False
4185,Allen LLC,Tech,Victoria Island,Ward 5 Victoria Island,Street 1 Ward 5 Victoria Island,358109391,125,True
4186,Williams-Martinez,Finance,Shomolu,Ward 1 Shomolu,Street 4 Ward 1 Shomolu,325257221,335,False
4187,"Browning, Wright and Mejia",Transport,Alimosho,Ward 2 Alimosho,Street 5 Ward 2 Alimosho,309864312,378,True
4188,Lee and Sons,Finance,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 3 Ward 4 Oshodi-Isolo,167418456,313,True
4189,Lawrence-Bailey,Finance,Epe,Ward 3 Epe,Street 6 Ward 3 Epe,362752788,119,False
4190,Ward-Martinez,Transport,Surulere,Ward 4 Surulere,Street 5 Ward 4 Surulere,130319303,499,False
4191,Castillo Ltd,Manufacturing,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 9 Ward 3 Amuwo-Odofin,387208682,415,False
4192,"Landry, Ortiz and Hill",Retail,Shomolu,Ward 5 Shomolu,Street 2 Ward 5 Shomolu,414954815,23,False
4193,Scott and Sons,Transport,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 7 Ward 1 Ifako-Ijaiye,403507094,24,False
4194,Johnson Group,Retail,Ikorodu,Ward 1 Ikorodu,Street 5 Ward 1 Ikorodu,249706713,64,True
4195,"Orozco, Garcia and Barron",Real Estate,Mushin,Ward 5 Mushin,Street 7 Ward 5 Mushin,457435053,370,False
4196,Jones-Graham,Retail,Agege,Ward 4 Agege,Street 4 Ward 4 Agege,286365740,208,False
4197,Harris-Phillips,Transport,Shomolu,Ward 2 Shomolu,Street 6 Ward 2 Shomolu,414683066,122,True
4198,Rivera-Chen,Real Estate,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 5 Ward 4 Amuwo-Odofin,413628814,11,True
4199,Hall-Smith,Manufacturing,Ikorodu,Ward 1 Ikorodu,Street 4 Ward 1 Ikorodu,188613475,352,True
4200,Herrera PLC,Finance,Lekki,Ward 5 Lekki,Street 7 Ward 5 Lekki,451347502,280,False
4201,Watson Ltd,Finance,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 3 Ward 5 Oshodi-Isolo,69379245,110,True
4202,Taylor and Sons,Real Estate,Apapa,Ward 1 Apapa,Street 6 Ward 1 Apapa,366119705,27,False
4203,Copeland-Steele,Transport,Surulere,Ward 4 Surulere,Street 10 Ward 4 Surulere,267794727,267,True
4204,"Davidson, Henderson and Lambert",Tech,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 5 Ward 5 Ifako-Ijaiye,319376253,47,False
4205,"Patel, Anderson and Benson",Hospitality,Lekki,Ward 5 Lekki,Street 1 Ward 5 Lekki,21762428,382,False
4206,Scott-Guzman,Finance,Eti-Osa,Ward 5 Eti-Osa,Street 1 Ward 5 Eti-Osa,217907665,372,True
4207,"Ferguson, Martinez and Smith",Real Estate,Apapa,Ward 1 Apapa,Street 9 Ward 1 Apapa,52637144,70,False
4208,Ross Group,Retail,Victoria Island,Ward 1 Victoria Island,Street 10 Ward 1 Victoria Island,467897487,445,True
4209,"Burns, Johnson and Fowler",Transport,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 8 Ward 1 Amuwo-Odofin,166138753,369,False
4210,Baker and Sons,Transport,Apapa,Ward 1 Apapa,Street 9 Ward 1 Apapa,486946985,483,False
4211,Johnson PLC,Hospitality,Alimosho,Ward 3 Alimosho,Street 10 Ward 3 Alimosho,166449936,180,False
4212,Hart-Berger,Hospitality,Apapa,Ward 4 Apapa,Street 1 Ward 4 Apapa,23580750,87,True
4213,"Lester, Terry and Johnson",Retail,Ikorodu,Ward 4 Ikorodu,Street 4 Ward 4 Ikorodu,335685161,471,False
4214,Best-Payne,Finance,Ikeja,Ward 1 Ikeja,Street 1 Ward 1 Ikeja,83559182,300,False
4215,"Roberts, Miller and Howard",Hospitality,Ikorodu,Ward 5 Ikorodu,Street 1 Ward 5 Ikorodu,421975927,468,True
4216,Bradley Group,Tech,Agege,Ward 3 Agege,Street 4 Ward 3 Agege,417553577,139,True
4217,Hutchinson Ltd,Retail,Victoria Island,Ward 3 Victoria Island,Street 9 Ward 3 Victoria Island,12677713,64,True
4218,Townsend-Cook,Hospitality,Lekki,Ward 5 Lekki,Street 9 Ward 5 Lekki,413335188,151,True
4219,Barnes Ltd,Finance,Ajah,Ward 3 Ajah,Street 10 Ward 3 Ajah,327623449,369,True
4220,"Parrish, Frey and Fuentes",Transport,Apapa,Ward 3 Apapa,Street 3 Ward 3 Apapa,48808840,478,True
4221,Mann Group,Retail,Yaba,Ward 3 Yaba,Street 5 Ward 3 Yaba,142991529,45,False
4222,Mays Inc,Finance,Lekki,Ward 2 Lekki,Street 5 Ward 2 Lekki,196666350,481,True
4223,"Morrison, Pham and Nunez",Manufacturing,Yaba,Ward 2 Yaba,Street 5 Ward 2 Yaba,412004245,91,False
4224,"Whitney, Hernandez and Patterson",Finance,Mushin,Ward 4 Mushin,Street 4 Ward 4 Mushin,321303837,220,True
4225,"Meyer, Taylor and Stewart",Tech,Kosofe,Ward 1 Kosofe,Street 7 Ward 1 Kosofe,120054315,5,False
4226,Evans Group,Finance,Epe,Ward 3 Epe,Street 9 Ward 3 Epe,304340157,363,True
4227,Clark-Davis,Finance,Mushin,Ward 2 Mushin,Street 7 Ward 2 Mushin,166066048,71,True
4228,Baker Group,Retail,Eti-Osa,Ward 2 Eti-Osa,Street 4 Ward 2 Eti-Osa,348477400,20,True
4229,Cunningham Group,Retail,Alimosho,Ward 2 Alimosho,Street 1 Ward 2 Alimosho,366305894,64,False
4230,Taylor-Curtis,Hospitality,Kosofe,Ward 3 Kosofe,Street 5 Ward 3 Kosofe,467732112,63,False
4231,Lewis LLC,Transport,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 10 Ward 2 Oshodi-Isolo,120621085,329,False
4232,"Braun, Daniels and Fernandez",Tech,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 7 Ward 3 Ifako-Ijaiye,98484976,480,False
4233,"King, Hurley and Powers",Hospitality,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 2 Ward 2 Amuwo-Odofin,172420921,492,True
4234,Thomas-Davis,Real Estate,Ikeja,Ward 2 Ikeja,Street 9 Ward 2 Ikeja,299866736,50,True
4235,Bryan LLC,Tech,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 4 Ward 4 Amuwo-Odofin,449990707,50,True
4236,"Faulkner, Lawrence and Fernandez",Finance,Lekki,Ward 3 Lekki,Street 9 Ward 3 Lekki,86830126,368,True
4237,Smith Ltd,Retail,Ajah,Ward 2 Ajah,Street 2 Ward 2 Ajah,73940118,364,True
4238,Mcdaniel-Mann,Tech,Alimosho,Ward 1 Alimosho,Street 9 Ward 1 Alimosho,499087196,299,False
4239,Madden-Wu,Manufacturing,Mushin,Ward 4 Mushin,Street 9 Ward 4 Mushin,109434693,128,False
4240,Ramirez LLC,Finance,Yaba,Ward 3 Yaba,Street 7 Ward 3 Yaba,9074274,291,True
4241,Oconnor PLC,Manufacturing,Apapa,Ward 2 Apapa,Street 6 Ward 2 Apapa,175498868,139,True
4242,"Ortega, Carroll and Mitchell",Retail,Eti-Osa,Ward 5 Eti-Osa,Street 10 Ward 5 Eti-Osa,242451987,249,True
4243,Reeves LLC,Transport,Kosofe,Ward 3 Kosofe,Street 1 Ward 3 Kosofe,130414398,406,False
4244,Sullivan LLC,Manufacturing,Eti-Osa,Ward 5 Eti-Osa,Street 10 Ward 5 Eti-Osa,323615124,496,False
4245,"Brown, Gutierrez and Richards",Hospitality,Agege,Ward 3 Agege,Street 5 Ward 3 Agege,357372042,129,False
4246,Wells-Smith,Transport,Yaba,Ward 4 Yaba,Street 2 Ward 4 Yaba,302287614,308,False
4247,Dunlap-Brooks,Tech,Somolu,Ward 1 Somolu,Street 6 Ward 1 Somolu,126544240,59,False
4248,Mckinney-Lucero,Hospitality,Victoria Island,Ward 2 Victoria Island,Street 6 Ward 2 Victoria Island,193389730,407,True
4249,Cooper-Watkins,Transport,Ikorodu,Ward 3 Ikorodu,Street 2 Ward 3 Ikorodu,154944309,48,True
4250,Taylor Inc,Transport,Ikorodu,Ward 2 Ikorodu,Street 9 Ward 2 Ikorodu,341958877,64,True
4251,Farrell Group,Retail,Ikeja,Ward 4 Ikeja,Street 10 Ward 4 Ikeja,305066054,484,False
4252,Cummings-Swanson,Transport,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 4 Ward 2 Oshodi-Isolo,206247324,165,False
4253,"Flores, Thompson and Mathis",Transport,Mushin,Ward 2 Mushin,Street 6 Ward 2 Mushin,20366104,379,True
4254,Fernandez-Peterson,Tech,Somolu,Ward 1 Somolu,Street 2 Ward 1 Somolu,118659430,386,False
4255,Bates Ltd,Real Estate,Ajah,Ward 2 Ajah,Street 9 Ward 2 Ajah,15443460,60,True
4256,"Rowe, Larson and Morgan",Tech,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 3 Ward 5 Amuwo-Odofin,422706857,141,False
4257,Fitzpatrick-Green,Transport,Epe,Ward 5 Epe,Street 9 Ward 5 Epe,222421812,104,False
4258,Fischer-Potter,Transport,Kosofe,Ward 3 Kosofe,Street 8 Ward 3 Kosofe,181571196,336,True
4259,Walsh-Patrick,Tech,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 8 Ward 3 Ifako-Ijaiye,20276191,64,True
4260,"Huffman, Vincent and Stevens",Hospitality,Ajah,Ward 4 Ajah,Street 9 Ward 4 Ajah,172493975,74,False
4261,Chambers-Gomez,Transport,Mushin,Ward 5 Mushin,Street 7 Ward 5 Mushin,100452683,48,True
4262,Decker-Davis,Hospitality,Lekki,Ward 5 Lekki,Street 8 Ward 5 Lekki,247396820,327,True
4263,Flores and Sons,Manufacturing,Victoria Island,Ward 2 Victoria Island,Street 9 Ward 2 Victoria Island,12683150,173,False
4264,Anderson LLC,Retail,Yaba,Ward 4 Yaba,Street 5 Ward 4 Yaba,201418887,372,False
4265,Keller and Sons,Real Estate,Epe,Ward 3 Epe,Street 3 Ward 3 Epe,338532307,421,True
4266,"Austin, Mitchell and Pennington",Retail,Eti-Osa,Ward 5 Eti-Osa,Street 5 Ward 5 Eti-Osa,124037180,148,True
4267,Thomas Ltd,Real Estate,Yaba,Ward 3 Yaba,Street 9 Ward 3 Yaba,128157942,238,False
4268,Martin-Brown,Finance,Kosofe,Ward 1 Kosofe,Street 1 Ward 1 Kosofe,432341161,465,False
4269,Conway Ltd,Hospitality,Badagry,Ward 2 Badagry,Street 8 Ward 2 Badagry,276505360,91,False
4270,Nichols-Floyd,Tech,Somolu,Ward 4 Somolu,Street 8 Ward 4 Somolu,245925277,302,False
4271,Cunningham and Sons,Manufacturing,Eti-Osa,Ward 3 Eti-Osa,Street 4 Ward 3 Eti-Osa,416560754,234,False
4272,Martin PLC,Hospitality,Badagry,Ward 1 Badagry,Street 5 Ward 1 Badagry,101331977,80,False
4273,"Welch, Maynard and Peterson",Hospitality,Shomolu,Ward 5 Shomolu,Street 7 Ward 5 Shomolu,461139941,308,False
4274,Porter-Diaz,Manufacturing,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 8 Ward 2 Amuwo-Odofin,456136534,274,True
4275,Richmond and Sons,Hospitality,Shomolu,Ward 2 Shomolu,Street 9 Ward 2 Shomolu,23197585,435,True
4276,Barnes LLC,Hospitality,Apapa,Ward 2 Apapa,Street 3 Ward 2 Apapa,311384302,45,False
4277,Haynes Group,Finance,Somolu,Ward 5 Somolu,Street 1 Ward 5 Somolu,331601162,416,True
4278,Keller-Wilson,Manufacturing,Agege,Ward 5 Agege,Street 10 Ward 5 Agege,39166955,291,True
4279,Vang-Green,Transport,Yaba,Ward 1 Yaba,Street 10 Ward 1 Yaba,496493362,176,False
4280,Lawson PLC,Hospitality,Ikorodu,Ward 4 Ikorodu,Street 4 Ward 4 Ikorodu,302552709,53,False
4281,"Christensen, King and Braun",Finance,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 7 Ward 1 Ifako-Ijaiye,210615504,463,False
4282,"Jones, Johnson and Mora",Hospitality,Agege,Ward 1 Agege,Street 10 Ward 1 Agege,439790117,77,True
4283,"Gibson, Lawson and Jenkins",Transport,Yaba,Ward 3 Yaba,Street 4 Ward 3 Yaba,355061455,354,False
4284,Jackson-Farmer,Finance,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 10 Ward 3 Oshodi-Isolo,153879966,391,False
4285,Brady Ltd,Hospitality,Ikeja,Ward 2 Ikeja,Street 2 Ward 2 Ikeja,84996938,105,True
4286,Gallagher-Lambert,Transport,Mushin,Ward 3 Mushin,Street 10 Ward 3 Mushin,127476475,127,True
4287,Smith-Thompson,Retail,Agege,Ward 1 Agege,Street 1 Ward 1 Agege,221774086,114,True
4288,"Smith, Edwards and Adams",Manufacturing,Badagry,Ward 3 Badagry,Street 3 Ward 3 Badagry,294064365,500,True
4289,Kelly LLC,Hospitality,Epe,Ward 5 Epe,Street 5 Ward 5 Epe,107037258,462,False
4290,Wagner-Tanner,Finance,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 9 Ward 5 Amuwo-Odofin,58421749,37,False
4291,Gallegos Inc,Transport,Ajah,Ward 3 Ajah,Street 7 Ward 3 Ajah,210353440,460,True
4292,Rivera PLC,Tech,Kosofe,Ward 5 Kosofe,Street 1 Ward 5 Kosofe,466074146,140,False
4293,Henderson LLC,Hospitality,Somolu,Ward 4 Somolu,Street 7 Ward 4 Somolu,439147210,171,False
4294,Adams and Sons,Transport,Badagry,Ward 3 Badagry,Street 1 Ward 3 Badagry,38467673,93,True
4295,Gonzalez-Stone,Hospitality,Ikorodu,Ward 1 Ikorodu,Street 1 Ward 1 Ikorodu,308276159,246,False
4296,Perez-Gallagher,Manufacturing,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 4 Ward 1 Amuwo-Odofin,490853352,185,False
4297,Wallace-Griffith,Tech,Somolu,Ward 3 Somolu,Street 6 Ward 3 Somolu,307560544,49,False
4298,"Holmes, Harris and Wells",Manufacturing,Somolu,Ward 4 Somolu,Street 9 Ward 4 Somolu,297660674,31,False
4299,"Dennis, Morrow and Hernandez",Retail,Ajah,Ward 3 Ajah,Street 2 Ward 3 Ajah,88357008,8,True
4300,Dodson-Richardson,Real Estate,Ajah,Ward 3 Ajah,Street 10 Ward 3 Ajah,144267510,474,False
4301,Anderson-Shields,Retail,Epe,Ward 2 Epe,Street 1 Ward 2 Epe,334355952,115,False
4302,Odom-Cox,Retail,Agege,Ward 1 Agege,Street 9 Ward 1 Agege,309686736,193,False
4303,"Henry, Smith and Patterson",Retail,Victoria Island,Ward 5 Victoria Island,Street 4 Ward 5 Victoria Island,362264247,225,False
4304,"Smith, Martin and Jacobs",Tech,Shomolu,Ward 3 Shomolu,Street 1 Ward 3 Shomolu,393580592,417,False
4305,Thompson Ltd,Retail,Epe,Ward 2 Epe,Street 10 Ward 2 Epe,234969428,165,True
4306,Johnson Group,Transport,Agege,Ward 3 Agege,Street 3 Ward 3 Agege,453898194,470,True
4307,"Morris, Alexander and Love",Finance,Victoria Island,Ward 5 Victoria Island,Street 5 Ward 5 Victoria Island,138563988,44,False
4308,Jones-Alvarado,Finance,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 1 Ward 2 Oshodi-Isolo,156117028,328,False
4309,Hicks LLC,Transport,Surulere,Ward 5 Surulere,Street 5 Ward 5 Surulere,115032488,76,False
4310,Cantrell-Edwards,Retail,Kosofe,Ward 3 Kosofe,Street 6 Ward 3 Kosofe,289908117,243,False
4311,Shepard-Mitchell,Real Estate,Somolu,Ward 4 Somolu,Street 5 Ward 4 Somolu,82796894,316,False
