id,owner_id,lga,ward,street,property_type,estimated_value
18313,18313,Alimosho,Ward 4 Alimosho,Street 10 Ward 4 Alimosho,Residential,6351339.03
18314,18314,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 2 Ward 4 Ifako-Ijaiye,Residential,17539027.97
18315,18315,Surulere,Ward 3 Surulere,Street 7 Ward 3 Surulere,Commercial,10606121.86
18316,18316,Agege,Ward 3 Agege,Street 2 Ward 3 Agege,Residential,11537661.88
18317,18317,Eti-Osa,Ward 3 Eti-Osa,Street 10 Ward 3 Eti-Osa,Commercial,21110476.83
18318,18318,Alimosho,Ward 2 Alimosho,Street 7 Ward 2 Alimosho,Commercial,6803346.67
18319,18319,Badagry,Ward 3 Badagry,Street 7 Ward 3 Badagry,Residential,5598174.62
18320,18320,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 5 Ward 4 Amuwo-Odofin,Commercial,4339898.49
18321,18321,Yaba,Ward 4 Yaba,Street 6 Ward 4 Yaba,Residential,8342893.94
18322,18322,Somolu,Ward 4 Somolu,Street 9 Ward 4 Somolu,Commercial,12820765.24
18323,18323,Lekki,Ward 2 Lekki,Street 1 Ward 2 Lekki,Commercial,41787385.2
18324,18324,Apapa,Ward 5 Apapa,Street 8 Ward 5 Apapa,Residential,17995270.78
18325,18325,Agege,Ward 5 Agege,Street 2 Ward 5 Agege,Residential,1249446.92
18326,18326,Apapa,Ward 2 Apapa,Street 10 Ward 2 Apapa,Residential,7536924.23
18327,18327,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 1 Ward 3 Ifako-Ijaiye,Residential,9443937.77
18328,18328,Shomolu,Ward 2 Shomolu,Street 1 Ward 2 Shomolu,Residential,11108085.66
18329,18329,Surulere,Ward 4 Surulere,Street 3 Ward 4 Surulere,Commercial,2524171.52
18330,18330,Kosofe,Ward 1 Kosofe,Street 10 Ward 1 Kosofe,Commercial,13456270.14
18331,18331,Yaba,Ward 1 Yaba,Street 6 Ward 1 Yaba,Residential,11647236.57
18332,18332,Agege,Ward 2 Agege,Street 6 Ward 2 Agege,Commercial,7172625.43
18333,18333,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 9 Ward 5 Ifako-Ijaiye,Residential,15287549.26
18334,18334,Kosofe,Ward 5 Kosofe,Street 1 Ward 5 Kosofe,Commercial,1381953.46
18335,18335,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 6 Ward 1 Amuwo-Odofin,Residential,7292704.18
18336,18336,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 3 Ward 5 Oshodi-Isolo,Commercial,8385565.74
18337,18337,Badagry,Ward 3 Badagry,Street 2 Ward 3 Badagry,Residential,6168008.48
18338,18338,Victoria Island,Ward 5 Victoria Island,Street 5 Ward 5 Victoria Island,Commercial,39658793.28
18339,18339,Lekki,Ward 4 Lekki,Street 7 Ward 4 Lekki,Residential,1450573.02
18340,18340,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 10 Ward 5 Amuwo-Odofin,Commercial,17296503.79
18341,18341,Victoria Island,Ward 4 Victoria Island,Street 4 Ward 4 Victoria Island,Commercial,29951520.47
18342,18342,Apapa,Ward 4 Apapa,Street 9 Ward 4 Apapa,Residential,9156217.16
18343,18343,Surulere,Ward 4 Surulere,Street 2 Ward 4 Surulere,Commercial,11580197.5
18344,18344,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 6 Ward 2 Amuwo-Odofin,Commercial,21105070.96
18345,18345,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 5 Ward 3 Amuwo-Odofin,Commercial,9708920.75
18346,18346,Shomolu,Ward 3 Shomolu,Street 10 Ward 3 Shomolu,Commercial,6149672.48
18347,18347,Epe,Ward 3 Epe,Street 1 Ward 3 Epe,Commercial,2981533.26
18348,18348,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 5 Ward 1 Amuwo-Odofin,Commercial,13302639.51
18349,18349,Alimosho,Ward 2 Alimosho,Street 9 Ward 2 Alimosho,Commercial,5875845.75
18350,18350,Alimosho,Ward 5 Alimosho,Street 9 Ward 5 Alimosho,Commercial,2623188.01
18351,18351,Somolu,Ward 4 Somolu,Street 4 Ward 4 Somolu,Residential,8096715.07
18352,18352,Epe,Ward 3 Epe,Street 8 Ward 3 Epe,Commercial,6459800.01
18353,18353,Kosofe,Ward 3 Kosofe,Street 9 Ward 3 Kosofe,Residential,17203751.39
18354,18354,Ikeja,Ward 1 Ikeja,Street 7 Ward 1 Ikeja,Residential,26994333.2
18355,18355,Agege,Ward 2 Agege,Street 3 Ward 2 Agege,Commercial,1130412.24
18356,18356,Alimosho,Ward 5 Alimosho,Street 4 Ward 5 Alimosho,Residential,9255038.38
18357,18357,Mushin,Ward 5 Mushin,Street 5 Ward 5 Mushin,Residential,21233812.13
18358,18358,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 1 Ward 1 Oshodi-Isolo,Commercial,5770892.62
18359,18359,Ikeja,Ward 4 Ikeja,Street 10 Ward 4 Ikeja,Residential,43404990.88
18360,18360,Ajah,Ward 1 Ajah,Street 3 Ward 1 Ajah,Residential,12653075.21
18361,18361,Victoria Island,Ward 2 Victoria Island,Street 9 Ward 2 Victoria Island,Residential,3592263.56
18362,18362,Victoria Island,Ward 1 Victoria Island,Street 5 Ward 1 Victoria Island,Commercial,10512346.04
18363,18363,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 6 Ward 5 Ifako-Ijaiye,Commercial,16508839.28
18364,18364,Yaba,Ward 2 Yaba,Street 9 Ward 2 Yaba,Residential,15978093.26
18365,18365,Surulere,Ward 1 Surulere,Street 2 Ward 1 Surulere,Commercial,21579169.63
18366,18366,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 1 Ward 4 Oshodi-Isolo,Commercial,12853930.27
18367,18367,Epe,Ward 4 Epe,Street 9 Ward 4 Epe,Commercial,6489438.51
18368,18368,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 4 Ward 2 Ifako-Ijaiye,Residential,4159259.26
18369,18369,Alimosho,Ward 2 Alimosho,Street 8 Ward 2 Alimosho,Residential,1269856.81
18370,18370,Ikeja,Ward 3 Ikeja,Street 6 Ward 3 Ikeja,Commercial,9658153.98
18371,18371,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 3 Ward 5 Amuwo-Odofin,Commercial,2703436.88
18372,18372,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 8 Ward 1 Oshodi-Isolo,Commercial,6851004.97
18373,18373,Ikorodu,Ward 4 Ikorodu,Street 8 Ward 4 Ikorodu,Residential,7183436.94
18374,18374,Badagry,Ward 4 Badagry,Street 5 Ward 4 Badagry,Commercial,11738775.67
18375,18375,Agege,Ward 2 Agege,Street 9 Ward 2 Agege,Residential,1634407.17
18376,18376,Yaba,Ward 1 Yaba,Street 10 Ward 1 Yaba,Commercial,3613632.07
18377,18377,Agege,Ward 4 Agege,Street 8 Ward 4 Agege,Residential,5605027.13
18378,18378,Yaba,Ward 3 Yaba,Street 3 Ward 3 Yaba,Residential,7775465.17
18379,18379,Victoria Island,Ward 3 Victoria Island,Street 5 Ward 3 Victoria Island,Residential,30665839.14
18380,18380,Yaba,Ward 5 Yaba,Street 3 Ward 5 Yaba,Residential,9000300.34
18381,18381,Eti-Osa,Ward 4 Eti-Osa,Street 1 Ward 4 Eti-Osa,Commercial,10714915.78
18382,18382,Epe,Ward 3 Epe,Street 5 Ward 3 Epe,Commercial,11307063.03
18383,18383,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 6 Ward 4 Ifako-Ijaiye,Residential,12222744.24
18384,18384,Epe,Ward 1 Epe,Street 5 Ward 1 Epe,Commercial,4491599.72
18385,18385,Epe,Ward 4 Epe,Street 4 Ward 4 Epe,Commercial,13426914.96
18386,18386,Victoria Island,Ward 1 Victoria Island,Street 10 Ward 1 Victoria Island,Residential,31586697.1
18387,18387,Apapa,Ward 1 Apapa,Street 5 Ward 1 Apapa,Commercial,18103496.62
18388,18388,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 9 Ward 2 Ifako-Ijaiye,Residential,5552632.95
18389,18389,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 1 Ward 4 Ifako-Ijaiye,Residential,14264449.09
18390,18390,Kosofe,Ward 1 Kosofe,Street 10 Ward 1 Kosofe,Commercial,4509507.89
18391,18391,Surulere,Ward 2 Surulere,Street 5 Ward 2 Surulere,Residential,25423909.87
18392,18392,Ajah,Ward 5 Ajah,Street 7 Ward 5 Ajah,Residential,10760400.34
18393,18393,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 8 Ward 2 Ifako-Ijaiye,Commercial,11762109.3
18394,18394,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 8 Ward 3 Oshodi-Isolo,Commercial,6352995.65
18395,18395,Epe,Ward 2 Epe,Street 8 Ward 2 Epe,Commercial,11698279.41
18396,18396,Ikeja,Ward 1 Ikeja,Street 1 Ward 1 Ikeja,Commercial,16933152.06
18397,18397,Ikeja,Ward 1 Ikeja,Street 10 Ward 1 Ikeja,Commercial,44867800.2
18398,18398,Mushin,Ward 4 Mushin,Street 8 Ward 4 Mushin,Commercial,7851622.89
18399,18399,Agege,Ward 1 Agege,Street 6 Ward 1 Agege,Commercial,8704808.35
18400,18400,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 6 Ward 3 Amuwo-Odofin,Residential,6244953.66
18401,18401,Surulere,Ward 2 Surulere,Street 3 Ward 2 Surulere,Residential,5449475.64
18402,18402,Kosofe,Ward 5 Kosofe,Street 7 Ward 5 Kosofe,Commercial,12567539.62
18403,18403,Victoria Island,Ward 3 Victoria Island,Street 1 Ward 3 Victoria Island,Commercial,31681049.91
18404,18404,Lekki,Ward 5 Lekki,Street 5 Ward 5 Lekki,Commercial,12352140.59
18405,18405,Ikorodu,Ward 3 Ikorodu,Street 7 Ward 3 Ikorodu,Residential,5778226.88
18406,18406,Epe,Ward 5 Epe,Street 9 Ward 5 Epe,Commercial,3807868.27
18407,18407,Kosofe,Ward 5 Kosofe,Street 9 Ward 5 Kosofe,Commercial,4739860.19
18408,18408,Mushin,Ward 4 Mushin,Street 2 Ward 4 Mushin,Residential,20678442.11
18409,18409,Ikeja,Ward 3 Ikeja,Street 3 Ward 3 Ikeja,Residential,18064407.66
18410,18410,Somolu,Ward 4 Somolu,Street 9 Ward 4 Somolu,Residential,21656108.15
18411,18411,Mushin,Ward 1 Mushin,Street 10 Ward 1 Mushin,Commercial,5786683.56
18412,18412,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 8 Ward 2 Oshodi-Isolo,Commercial,6439813.54
18413,18413,Ikeja,Ward 5 Ikeja,Street 10 Ward 5 Ikeja,Commercial,27914825.56
18414,18414,Surulere,Ward 4 Surulere,Street 10 Ward 4 Surulere,Residential,2992716.72
18415,18415,Mushin,Ward 1 Mushin,Street 5 Ward 1 Mushin,Residential,6639478.75
18416,18416,Surulere,Ward 1 Surulere,Street 8 Ward 1 Surulere,Commercial,25713238.56
18417,18417,Yaba,Ward 5 Yaba,Street 5 Ward 5 Yaba,Commercial,2287560.18
18418,18418,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 7 Ward 5 Oshodi-Isolo,Residential,19980533.3
18419,18419,Yaba,Ward 5 Yaba,Street 2 Ward 5 Yaba,Residential,9902060.8
18420,18420,Apapa,Ward 1 Apapa,Street 5 Ward 1 Apapa,Commercial,4819802.14
18421,18421,Kosofe,Ward 5 Kosofe,Street 2 Ward 5 Kosofe,Residential,19433633.51
18422,18422,Yaba,Ward 4 Yaba,Street 3 Ward 4 Yaba,Residential,6047396.22
18423,18423,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 9 Ward 1 Ifako-Ijaiye,Commercial,10461047.86
18424,18424,Yaba,Ward 2 Yaba,Street 7 Ward 2 Yaba,Commercial,20153219.9
18425,18425,Ikeja,Ward 2 Ikeja,Street 10 Ward 2 Ikeja,Residential,8588858.94
18426,18426,Shomolu,Ward 2 Shomolu,Street 9 Ward 2 Shomolu,Commercial,6211881.14
18427,18427,Epe,Ward 3 Epe,Street 1 Ward 3 Epe,Residential,4345244.52
18428,18428,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 2 Ward 2 Ifako-Ijaiye,Residential,13088111.45
18429,18429,Agege,Ward 3 Agege,Street 4 Ward 3 Agege,Residential,3433900.85
18430,18430,Agege,Ward 1 Agege,Street 10 Ward 1 Agege,Commercial,13835182.55
18431,18431,Lekki,Ward 5 Lekki,Street 3 Ward 5 Lekki,Commercial,4807832.22
18432,18432,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 2 Ward 4 Amuwo-Odofin,Residential,17847648.44
18433,18433,Ikorodu,Ward 3 Ikorodu,Street 6 Ward 3 Ikorodu,Residential,10347258.03
18434,18434,Somolu,Ward 2 Somolu,Street 1 Ward 2 Somolu,Commercial,762669.61
18435,18435,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 6 Ward 1 Oshodi-Isolo,Commercial,10240428.23
18436,18436,Yaba,Ward 5 Yaba,Street 9 Ward 5 Yaba,Commercial,31516083.48
18437,18437,Lekki,Ward 5 Lekki,Street 3 Ward 5 Lekki,Commercial,50660538.23
18438,18438,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 10 Ward 3 Amuwo-Odofin,Commercial,7743157.6
18439,18439,Lekki,Ward 1 Lekki,Street 3 Ward 1 Lekki,Commercial,9899829.14
18440,18440,Lekki,Ward 2 Lekki,Street 7 Ward 2 Lekki,Residential,15261423.95
18441,18441,Somolu,Ward 2 Somolu,Street 2 Ward 2 Somolu,Residential,18890783.96
18442,18442,Yaba,Ward 2 Yaba,Street 4 Ward 2 Yaba,Commercial,1806022.13
18443,18443,Ajah,Ward 5 Ajah,Street 8 Ward 5 Ajah,Residential,14165023.71
18444,18444,Mushin,Ward 4 Mushin,Street 1 Ward 4 Mushin,Commercial,12829557.77
18445,18445,Kosofe,Ward 2 Kosofe,Street 2 Ward 2 Kosofe,Commercial,16183219.37
18446,18446,Shomolu,Ward 1 Shomolu,Street 10 Ward 1 Shomolu,Commercial,20499154.84
18447,18447,Apapa,Ward 5 Apapa,Street 6 Ward 5 Apapa,Commercial,21556835.48
18448,18448,Mushin,Ward 4 Mushin,Street 10 Ward 4 Mushin,Residential,4288429.75
18449,18449,Victoria Island,Ward 4 Victoria Island,Street 5 Ward 4 Victoria Island,Commercial,8469720.62
18450,18450,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 4 Ward 2 Amuwo-Odofin,Residential,4747754.94
18451,18451,Shomolu,Ward 3 Shomolu,Street 7 Ward 3 Shomolu,Residential,5024958.34
18452,18452,Yaba,Ward 2 Yaba,Street 3 Ward 2 Yaba,Residential,1056313.02
18453,18453,Surulere,Ward 5 Surulere,Street 9 Ward 5 Surulere,Residential,19129369.06
18454,18454,Ajah,Ward 2 Ajah,Street 8 Ward 2 Ajah,Commercial,6118978.22
18455,18455,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 1 Ward 1 Oshodi-Isolo,Residential,2607642.27
18456,18456,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 2 Ward 1 Oshodi-Isolo,Commercial,3507931.11
18457,18457,Ikorodu,Ward 3 Ikorodu,Street 10 Ward 3 Ikorodu,Residential,10025508.07
18458,18458,Ikorodu,Ward 1 Ikorodu,Street 2 Ward 1 Ikorodu,Commercial,18241843.02
18459,18459,Yaba,Ward 5 Yaba,Street 8 Ward 5 Yaba,Residential,24067525.33
18460,18460,Shomolu,Ward 2 Shomolu,Street 8 Ward 2 Shomolu,Commercial,2524401.83
18461,18461,Shomolu,Ward 3 Shomolu,Street 1 Ward 3 Shomolu,Residential,5847772.5
18462,18462,Alimosho,Ward 4 Alimosho,Street 10 Ward 4 Alimosho,Commercial,11979751.44
18463,18463,Somolu,Ward 2 Somolu,Street 8 Ward 2 Somolu,Residential,23054622.3
18464,18464,Eti-Osa,Ward 5 Eti-Osa,Street 9 Ward 5 Eti-Osa,Residential,5830708.53
18465,18465,Ajah,Ward 3 Ajah,Street 5 Ward 3 Ajah,Commercial,8775224.99
18466,18466,Mushin,Ward 2 Mushin,Street 10 Ward 2 Mushin,Commercial,6027242.15
18467,18467,Agege,Ward 1 Agege,Street 1 Ward 1 Agege,Commercial,6365158.94
18468,18468,Victoria Island,Ward 3 Victoria Island,Street 1 Ward 3 Victoria Island,Residential,22561180.88
18469,18469,Somolu,Ward 3 Somolu,Street 1 Ward 3 Somolu,Commercial,6584553.66
18470,18470,Apapa,Ward 2 Apapa,Street 9 Ward 2 Apapa,Residential,14422259.41
18471,18471,Epe,Ward 5 Epe,Street 8 Ward 5 Epe,Commercial,4076987.7
18472,18472,Somolu,Ward 3 Somolu,Street 10 Ward 3 Somolu,Residential,1617440.61
18473,18473,Eti-Osa,Ward 5 Eti-Osa,Street 5 Ward 5 Eti-Osa,Commercial,34470613.04
18474,18474,Alimosho,Ward 3 Alimosho,Street 1 Ward 3 Alimosho,Residential,6681202.16
18475,18475,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 5 Ward 4 Oshodi-Isolo,Commercial,9444493.66
18476,18476,Victoria Island,Ward 5 Victoria Island,Street 1 Ward 5 Victoria Island,Residential,14949870.06
18477,18477,Apapa,Ward 5 Apapa,Street 7 Ward 5 Apapa,Commercial,17212460.25
18478,18478,Eti-Osa,Ward 2 Eti-Osa,Street 7 Ward 2 Eti-Osa,Residential,3084699.82
18479,18479,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 3 Ward 2 Amuwo-Odofin,Residential,5714402.56
18480,18480,Badagry,Ward 5 Badagry,Street 8 Ward 5 Badagry,Residential,8423350.74
18481,18481,Surulere,Ward 2 Surulere,Street 7 Ward 2 Surulere,Residential,13200990.84
18482,18482,Eti-Osa,Ward 3 Eti-Osa,Street 2 Ward 3 Eti-Osa,Commercial,9258143.89
18483,18483,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 2 Ward 3 Ifako-Ijaiye,Commercial,23449272.84
18484,18484,Kosofe,Ward 2 Kosofe,Street 7 Ward 2 Kosofe,Residential,15235673.19
18485,18485,Alimosho,Ward 5 Alimosho,Street 9 Ward 5 Alimosho,Residential,10849357.3
18486,18486,Somolu,Ward 3 Somolu,Street 4 Ward 3 Somolu,Commercial,7979112.26
18487,18487,Shomolu,Ward 2 Shomolu,Street 7 Ward 2 Shomolu,Commercial,6036013.39
18488,18488,Alimosho,Ward 2 Alimosho,Street 1 Ward 2 Alimosho,Commercial,4788417.85
18489,18489,Yaba,Ward 3 Yaba,Street 4 Ward 3 Yaba,Commercial,9294747.12
18490,18490,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 4 Ward 1 Ifako-Ijaiye,Commercial,17173941.63
18491,18491,Badagry,Ward 4 Badagry,Street 10 Ward 4 Badagry,Commercial,12593127.32
18492,18492,Ajah,Ward 4 Ajah,Street 7 Ward 4 Ajah,Residential,11739841.7
18493,18493,Surulere,Ward 1 Surulere,Street 5 Ward 1 Surulere,Residential,12219312.07
18494,18494,Ikorodu,Ward 5 Ikorodu,Street 1 Ward 5 Ikorodu,Residential,1472605.62
18495,18495,Agege,Ward 2 Agege,Street 7 Ward 2 Agege,Residential,1907686.41
18496,18496,Ajah,Ward 3 Ajah,Street 5 Ward 3 Ajah,Residential,22235931.36
18497,18497,Agege,Ward 3 Agege,Street 5 Ward 3 Agege,Residential,3136982.48
18498,18498,Ikorodu,Ward 5 Ikorodu,Street 6 Ward 5 Ikorodu,Residential,11610757.59
18499,18499,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 5 Ward 1 Oshodi-Isolo,Residential,12842977.5
18500,18500,Alimosho,Ward 5 Alimosho,Street 5 Ward 5 Alimosho,Residential,5372763.27
18501,18501,Yaba,Ward 4 Yaba,Street 4 Ward 4 Yaba,Commercial,3815878.13
18502,18502,Somolu,Ward 5 Somolu,Street 3 Ward 5 Somolu,Residential,7327211.69
18503,18503,Eti-Osa,Ward 2 Eti-Osa,Street 4 Ward 2 Eti-Osa,Commercial,18836221.24
18504,18504,Ajah,Ward 5 Ajah,Street 8 Ward 5 Ajah,Commercial,9977477.27
18505,18505,Ikorodu,Ward 1 Ikorodu,Street 1 Ward 1 Ikorodu,Residential,1304671.31
18506,18506,Agege,Ward 2 Agege,Street 9 Ward 2 Agege,Commercial,7083574.54
18507,18507,Epe,Ward 2 Epe,Street 6 Ward 2 Epe,Commercial,8543961.66
18508,18508,Ikeja,Ward 5 Ikeja,Street 8 Ward 5 Ikeja,Residential,17218028.53
18509,18509,Victoria Island,Ward 4 Victoria Island,Street 7 Ward 4 Victoria Island,Residential,68060195.42
18510,18510,Somolu,Ward 1 Somolu,Street 5 Ward 1 Somolu,Commercial,4829231.11
18511,18511,Victoria Island,Ward 3 Victoria Island,Street 2 Ward 3 Victoria Island,Commercial,22950639.48
18512,18512,Somolu,Ward 4 Somolu,Street 8 Ward 4 Somolu,Residential,20602932.91
18513,18513,Shomolu,Ward 4 Shomolu,Street 6 Ward 4 Shomolu,Commercial,24536270.02
18514,18514,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 2 Ward 2 Amuwo-Odofin,Commercial,17498570.65
18515,18515,Somolu,Ward 4 Somolu,Street 7 Ward 4 Somolu,Commercial,4890441.54
18516,18516,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 9 Ward 1 Amuwo-Odofin,Commercial,10732806.12
18517,18517,Apapa,Ward 5 Apapa,Street 10 Ward 5 Apapa,Commercial,5018871.0
18518,18518,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 2 Ward 2 Oshodi-Isolo,Commercial,18205344.16
18519,18519,Shomolu,Ward 3 Shomolu,Street 3 Ward 3 Shomolu,Residential,1667753.47
18520,18520,Ajah,Ward 4 Ajah,Street 4 Ward 4 Ajah,Commercial,796614.33
18521,18521,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 3 Ward 4 Amuwo-Odofin,Commercial,11937464.2
18522,18522,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 2 Ward 3 Ifako-Ijaiye,Commercial,23079210.69
18523,18523,Epe,Ward 5 Epe,Street 6 Ward 5 Epe,Residential,1413398.12
18524,18524,Victoria Island,Ward 2 Victoria Island,Street 5 Ward 2 Victoria Island,Residential,39160104.09
18525,18525,Ikorodu,Ward 1 Ikorodu,Street 5 Ward 1 Ikorodu,Commercial,2940644.75
18526,18526,Yaba,Ward 1 Yaba,Street 1 Ward 1 Yaba,Commercial,17590125.38
18527,18527,Epe,Ward 2 Epe,Street 5 Ward 2 Epe,Residential,14569348.25
18528,18528,Somolu,Ward 5 Somolu,Street 5 Ward 5 Somolu,Commercial,18928552.7
18529,18529,Mushin,Ward 1 Mushin,Street 3 Ward 1 Mushin,Residential,7328411.72
18530,18530,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 4 Ward 1 Ifako-Ijaiye,Residential,17539727.8
18531,18531,Shomolu,Ward 2 Shomolu,Street 3 Ward 2 Shomolu,Commercial,6554758.98
18532,18532,Ikeja,Ward 4 Ikeja,Street 10 Ward 4 Ikeja,Residential,1741110.37
18533,18533,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 9 Ward 1 Ifako-Ijaiye,Commercial,5733935.66
18534,18534,Somolu,Ward 5 Somolu,Street 6 Ward 5 Somolu,Commercial,21597164.02
18535,18535,Alimosho,Ward 2 Alimosho,Street 1 Ward 2 Alimosho,Residential,12337413.36
18536,18536,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 3 Ward 2 Oshodi-Isolo,Residential,10363916.48
18537,18537,Somolu,Ward 2 Somolu,Street 7 Ward 2 Somolu,Commercial,12057943.81
18538,18538,Epe,Ward 3 Epe,Street 5 Ward 3 Epe,Residential,22159453.23
18539,18539,Apapa,Ward 1 Apapa,Street 1 Ward 1 Apapa,Commercial,4743041.93
18540,18540,Surulere,Ward 1 Surulere,Street 10 Ward 1 Surulere,Residential,7180927.3
18541,18541,Shomolu,Ward 1 Shomolu,Street 8 Ward 1 Shomolu,Commercial,18954626.43
18542,18542,Epe,Ward 4 Epe,Street 9 Ward 4 Epe,Commercial,13395940.18
18543,18543,Ikorodu,Ward 5 Ikorodu,Street 8 Ward 5 Ikorodu,Residential,6251439.25
18544,18544,Apapa,Ward 4 Apapa,Street 4 Ward 4 Apapa,Commercial,16002658.01
18545,18545,Victoria Island,Ward 1 Victoria Island,Street 7 Ward 1 Victoria Island,Residential,15693394.13
18546,18546,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 10 Ward 3 Amuwo-Odofin,Commercial,6983722.54
18547,18547,Badagry,Ward 3 Badagry,Street 2 Ward 3 Badagry,Commercial,6604822.74
18548,18548,Shomolu,Ward 5 Shomolu,Street 3 Ward 5 Shomolu,Commercial,22517035.97
18549,18549,Badagry,Ward 1 Badagry,Street 10 Ward 1 Badagry,Commercial,15858157.87
18550,18550,Victoria Island,Ward 2 Victoria Island,Street 7 Ward 2 Victoria Island,Residential,6605498.26
18551,18551,Surulere,Ward 4 Surulere,Street 9 Ward 4 Surulere,Commercial,7482033.53
18552,18552,Ikorodu,Ward 5 Ikorodu,Street 3 Ward 5 Ikorodu,Commercial,2395259.33
18553,18553,Ikorodu,Ward 4 Ikorodu,Street 6 Ward 4 Ikorodu,Residential,886701.68
18554,18554,Yaba,Ward 5 Yaba,Street 4 Ward 5 Yaba,Commercial,15744352.78
18555,18555,Ajah,Ward 2 Ajah,Street 4 Ward 2 Ajah,Residential,17931285.09
18556,18556,Eti-Osa,Ward 1 Eti-Osa,Street 8 Ward 1 Eti-Osa,Commercial,16987256.48
18557,18557,Kosofe,Ward 5 Kosofe,Street 2 Ward 5 Kosofe,Residential,7979717.69
18558,18558,Kosofe,Ward 3 Kosofe,Street 2 Ward 3 Kosofe,Commercial,6913340.39
18559,18559,Epe,Ward 3 Epe,Street 1 Ward 3 Epe,Commercial,2659692.93
18560,18560,Alimosho,Ward 2 Alimosho,Street 8 Ward 2 Alimosho,Commercial,6429795.34
18561,18561,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 10 Ward 1 Amuwo-Odofin,Residential,2255870.88
18562,18562,Apapa,Ward 3 Apapa,Street 9 Ward 3 Apapa,Commercial,10488519.64
18563,18563,Agege,Ward 2 Agege,Street 3 Ward 2 Agege,Commercial,2708048.45
18564,18564,Epe,Ward 2 Epe,Street 9 Ward 2 Epe,Residential,17021862.03
18565,18565,Apapa,Ward 3 Apapa,Street 1 Ward 3 Apapa,Commercial,21708776.31
18566,18566,Lekki,Ward 3 Lekki,Street 1 Ward 3 Lekki,Residential,15065625.85
18567,18567,Eti-Osa,Ward 3 Eti-Osa,Street 3 Ward 3 Eti-Osa,Commercial,35897474.23
18568,18568,Surulere,Ward 2 Surulere,Street 6 Ward 2 Surulere,Commercial,12294056.69
18569,18569,Epe,Ward 4 Epe,Street 10 Ward 4 Epe,Residential,16560073.97
18570,18570,Epe,Ward 3 Epe,Street 1 Ward 3 Epe,Commercial,5215858.63
18571,18571,Surulere,Ward 3 Surulere,Street 4 Ward 3 Surulere,Residential,21472617.69
18572,18572,Ikeja,Ward 2 Ikeja,Street 4 Ward 2 Ikeja,Residential,19849610.89
18573,18573,Agege,Ward 4 Agege,Street 7 Ward 4 Agege,Commercial,4625122.38
18574,18574,Surulere,Ward 5 Surulere,Street 9 Ward 5 Surulere,Residential,14619578.06
18575,18575,Agege,Ward 4 Agege,Street 2 Ward 4 Agege,Commercial,10905330.07
